model_id,algorithm_id,mean_test_accuracy,mean_test_precision_micro,mean_test_precision_macro,mean_test_precision_weighted,mean_test_recall_micro,mean_test_recall_macro,mean_test_recall_weighted,mean_test_roc_auc_ovo_weighted,geometric_mean_score_micro,geometric_mean_score_macro,geometric_mean_score_weighted,matthews_corrcoef,f5_micro,f5_macro,f5_weighted,f1_micro,f1_macro,f1_weighted,f2_micro,f2_macro,f2_weighted,log_loss
544,1,0.8973747017,0.8973747017,0.9154221875,0.9012728097,0.8973747017,0.513369697,0.8973747017,0.6695878788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
545,1,0.8959427208,0.8959427208,0.6479222574,0.8437749237,0.8959427208,0.5045454545,0.8959427208,0.6673030303,0.8978520286,0.5136363636,0.3408821451,0.156457253,0.8978520286,0.519641767,0.8330181478,0.8978520286,0.4995557361,0.8522472097,0.8978520286,0.5057714033,0.8785701135,0.2340963477
546,1,0.8959427208,0.8959427208,0.6479222574,0.8437749237,0.8959427208,0.5045454545,0.8959427208,0.6700909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
547,1,0.8959427208,0.8959427208,0.6479222574,0.8437749237,0.8959427208,0.5045454545,0.8959427208,0.6893636364,0.8983293556,0.5179151515,0.3514557404,0.1679515634,0.8983293556,0.5365847319,0.8370400928,0.8983293556,0.5080473481,0.8541977888,0.8983293556,0.5112307576,0.879546372,0.2432373148
548,1,0.8959427208,0.8959427208,0.6479222574,0.8437749237,0.8959427208,0.5045454545,0.8959427208,0.6912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
549,1,0.8954653938,0.8954653938,0.5477081454,0.8223892817,0.8954653938,0.5022727273,0.8954653938,0.6826,0.8973747017,0.5113636364,0.3353926446,0.1427911051,0.8973747017,0.5100706318,0.8307250768,0.8973747017,0.4951099902,0.8511250156,0.8973747017,0.5029147005,0.8778896011,0.2519300599
550,1,0.8954653938,0.8954653938,0.5477081454,0.8223892817,0.8954653938,0.5022727273,0.8954653938,0.6855878788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
551,1,0.8954653938,0.8954653938,0.5477081454,0.8223892817,0.8954653938,0.5022727273,0.8954653938,0.6841151515,0.8968973747,0.5090909091,0.3298176753,0.1276857039,0.8968973747,0.5001812611,0.8283653899,0.8968973747,0.4906256754,0.8499948161,0.8968973747,0.5000516604,0.8772077745,0.2599630198
552,1,0.8954653938,0.8954653938,0.5477081454,0.8223892817,0.8954653938,0.5022727273,0.8954653938,0.686830303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
553,1,0.8954653938,0.8954653938,0.5477081454,0.8223892817,0.8954653938,0.5022727273,0.8954653938,0.6963454545,0.8959427208,0.5045454545,0.3183933035,0.0902442789,0.8959427208,0.4793807858,0.8234320895,0.8959427208,0.4815392509,0.8477099624,0.8959427208,0.4943064825,0.8758401608,0.2636752488
554,1,0.8954653938,0.8954653938,0.5477081454,0.8223892817,0.8954653938,0.5022727273,0.8954653938,0.699830303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
555,1,0.8959427208,0.8959427208,0.6479222574,0.8437749237,0.8959427208,0.5045454545,0.8959427208,0.7077515152,0.8968973747,0.5090909091,0.3298176753,0.1276857039,0.8968973747,0.5001812611,0.8283653899,0.8968973747,0.4906256754,0.8499948161,0.8968973747,0.5000516604,0.8772077745,0.2680025992
556,1,0.8954653938,0.8954653938,0.5477081454,0.8223892817,0.8954653938,0.5022727273,0.8954653938,0.7104727273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
557,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7055818182,0.8964200477,0.5068181818,0.3241528274,0.1105526311,0.8964200477,0.4899571869,0.825935628,0.8964200477,0.486102272,0.8488565021,0.8964200477,0.4971822616,0.8765246293,0.2742701937
558,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7101272727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
559,1,0.8949880668,0.8949880668,0.4976834761,0.811843931,0.8949880668,0.5020060606,0.8949880668,0.7149515152,0.8964200477,0.5068181818,0.3241528274,0.1105526311,0.8964200477,0.4899571869,0.825935628,0.8964200477,0.486102272,0.8488565021,0.8964200477,0.4971822616,0.8765246293,0.2761794331
560,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7189333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
561,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.711369697,0.8959427208,0.5045454545,0.3183933035,0.0902442789,0.8959427208,0.4793807858,0.8234320895,0.8959427208,0.4815392509,0.8477099624,0.8959427208,0.4943064825,0.8758401608,0.2813183573
562,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7158363636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
563,1,0.8945107399,0.8945107399,0.4474689109,0.8009586711,0.8945107399,0.4997333333,0.8945107399,0.7203515152,0.8964200477,0.5068181818,0.3241528274,0.1105526311,0.8964200477,0.4899571869,0.825935628,0.8964200477,0.486102272,0.8488565021,0.8964200477,0.4971822616,0.8765246293,0.2842696887
564,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7249636364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
565,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7213757576,0.8954653938,0.5022727273,0.3125338695,0.0637971028,0.8954653938,0.4684331755,0.8208508085,0.8954653938,0.4769360736,0.8465550837,0.8954653938,0.4914243011,0.8751543645,0.2878741078
566,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7259333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
567,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7234969697,0.8959427208,0.5045454545,0.3183933035,0.0902442789,0.8959427208,0.4793807858,0.8234320895,0.8959427208,0.4815392509,0.8477099624,0.8959427208,0.4943064825,0.8758401608,0.290134323
568,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7288060606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
569,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7238545455,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.2927671759
570,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7282666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
571,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7207757576,0.8954653938,0.5022727273,0.3125338695,0.0637971028,0.8954653938,0.4684331755,0.8208508085,0.8954653938,0.4769360736,0.8465550837,0.8954653938,0.4914243011,0.8751543645,0.2984612168
572,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7259333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
573,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7150606061,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.2981528625
574,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7230787879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
575,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7194666667,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.3016630197
576,1,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.7269515152,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
577,2,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.8920727273,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.151591451
578,2,0.9126491647,0.9126491647,0.7836469471,0.9030061288,0.9126491647,0.696430303,0.9126491647,0.8807878788,0.9513126492,0.8062969697,0.7931489495,0.7153745218,0.9513126492,0.8875832804,0.9475992729,0.9513126492,0.850989914,0.9475775386,0.9513126492,0.8221759532,0.9493455544,0.3049230537
579,2,0.8964200477,0.8964200477,0.7481363693,0.8651605657,0.8964200477,0.5068181818,0.8964200477,0.8452060606,0.9107398568,0.575,0.4668016158,0.3693192416,0.9107398568,0.6974294305,0.8780807229,0.9107398568,0.6066857351,0.879872256,0.9107398568,0.5805831567,0.896463223,0.3527518001
580,2,0.8940334129,0.8940334129,0.4976332312,0.8117539938,0.8940334129,0.5014727273,0.8940334129,0.8041939394,0.8940334129,0.5014727273,0.3120432731,0.020685084,0.8940334129,0.4676691067,0.8203797569,0.8940334129,0.4764763886,0.8458280055,0.8940334129,0.4907855144,0.8740261667,0.7003531629
581,2,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.8920606061,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.1515700964
582,2,0.9159904535,0.9159904535,0.7883990178,0.9088230648,0.9159904535,0.7243757576,0.9159904535,0.8779515152,0.9546539379,0.8202,0.8091045535,0.7370927284,0.9546539379,0.8968134145,0.9515327847,0.9546539379,0.8628576193,0.951494088,0.9546539379,0.8355228203,0.9529790336,0.3038278067
583,2,0.8988066826,0.8988066826,0.8464540759,0.8884181947,0.8988066826,0.5242,0.8988066826,0.8511090909,0.9284009547,0.6590909091,0.6015587468,0.5427824561,0.9284009547,0.819924812,0.9146625514,0.9284009547,0.7221485411,0.9112608649,0.9284009547,0.6763365106,0.9195823735,0.3268335342
584,2,0.8949880668,0.8949880668,0.6742074774,0.8513260335,0.8949880668,0.5180545455,0.8949880668,0.8012969697,0.892124105,0.5304969697,0.3881402451,0.1401166406,0.892124105,0.5660540519,0.8433359026,0.892124105,0.5332769484,0.8565714744,0.892124105,0.5282962243,0.8767943969,0.7071851162
585,2,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.892,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.1515726395
586,2,0.9164677804,0.9164677804,0.7874325653,0.9108638402,0.9164677804,0.7366787879,0.9164677804,0.872569697,0.9599045346,0.8512181818,0.8442509519,0.7723211085,0.9599045346,0.906833661,0.9578337166,0.9599045346,0.8833964124,0.9580109924,0.9599045346,0.8631779533,0.9589325245,0.3000172441
587,2,0.9002386635,0.9002386635,0.8193487599,0.8846656402,0.9002386635,0.5370363636,0.9002386635,0.8537515152,0.9360381862,0.6954545455,0.6525155451,0.6040161529,0.9360381862,0.8541650119,0.9266482169,0.9360381862,0.7637954942,0.923136833,0.9360381862,0.7155213313,0.9291204152,0.3037511026
588,2,0.8940334129,0.8940334129,0.6943739153,0.8604157451,0.8940334129,0.5496181818,0.8940334129,0.7958909091,0.891646778,0.5663393939,0.4635897054,0.2189309468,0.891646778,0.6240341151,0.8587447442,0.891646778,0.5861143143,0.8670344407,0.891646778,0.5706228827,0.8807773175,0.7454022882
589,2,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.8920606061,0.9021479714,0.5340909091,0.3870233818,0.2479152588,0.9021479714,0.5937127794,0.8511309552,0.9021479714,0.5379132259,0.8620038193,0.9021479714,0.5312000676,0.8846363259,0.1515676299
590,2,0.9155131265,0.9155131265,0.7826076153,0.9097896627,0.9155131265,0.7361454545,0.9155131265,0.8678909091,0.9613365155,0.8580363636,0.8517954449,0.7813738191,0.9613365155,0.9100366511,0.9594725866,0.9613365155,0.8883136577,0.9596553517,0.9613365155,0.869354644,0.9604775923,0.2979182974
591,2,0.9035799523,0.9035799523,0.8278208646,0.8894855798,0.9035799523,0.5569575758,0.9035799523,0.8548848485,0.9436754177,0.7318181818,0.7004815221,0.6604435941,0.9436754177,0.8820842651,0.9373686547,0.9436754177,0.8015168254,0.9342142141,0.9436754177,0.7534590286,0.9384009414,0.2827432124
592,2,0.8930787589,0.8930787589,0.7031654464,0.866614136,0.8930787589,0.577169697,0.8930787589,0.7874060606,0.8897374702,0.5933575758,0.5140351845,0.2600108428,0.8897374702,0.6471776549,0.8658488033,0.8897374702,0.6168899486,0.8722986863,0.8897374702,0.6000797039,0.8820368873,0.7569047033
593,2,0.8968973747,0.8968973747,0.6985430122,0.8553872533,0.8968973747,0.5110969697,0.8968973747,0.8920484848,0.9174224344,0.6068181818,0.5212996299,0.4422555059,0.9174224344,0.7536204732,0.8939518976,0.9174224344,0.6539805106,0.8924905674,0.9174224344,0.6176934777,0.905392946,0.1515640803
594,2,0.9136038186,0.9136038186,0.7757745472,0.9082744151,0.9136038186,0.7350787879,0.9136038186,0.8652606061,0.9637231504,0.8613757576,0.8552737614,0.7946573957,0.9637231504,0.9186111632,0.961962887,0.9637231504,0.894501516,0.9620099455,0.9637231504,0.8736916585,0.9628184195,0.2967316633
595,2,0.9035799523,0.9035799523,0.8024605597,0.8857217277,0.9035799523,0.5669878788,0.9035799523,0.856969697,0.9465393795,0.7454545455,0.7178212653,0.680616134,0.9465393795,0.8913068053,0.9411431973,0.9465393795,0.8147680337,0.9381871493,0.9465393795,0.7673765378,0.9418173561,0.2642834555
596,2,0.8887828162,0.8887828162,0.6839481922,0.8648625766,0.8887828162,0.5908181818,0.8887828162,0.7833939394,0.8887828162,0.6128848485,0.5472733767,0.2879327165,0.8887828162,0.6600974288,0.8702908733,0.8887828162,0.6358584687,0.8756006194,0.8887828162,0.6201486432,0.8830016386,0.7702599097
597,2,0.9011933174,0.9011933174,0.8842034862,0.8980571552,0.9011933174,0.5355636364,0.9011933174,0.8920242424,0.9412887828,0.7204545455,0.6857747383,0.6432464837,0.9412887828,0.8739170941,0.9341288582,0.9412887828,0.7901145274,0.9308307213,0.9412887828,0.7417337551,0.9355276589,0.15140108
598,2,0.9102625298,0.9102625298,0.7642203326,0.9053100779,0.9102625298,0.7312060606,0.9102625298,0.8639393939,0.9651551313,0.8702,0.8650037937,0.803912715,0.9651551313,0.9208022572,0.9636234021,0.9651551313,0.8997910443,0.9637257748,0.9651551313,0.8813059748,0.9644119479,0.3009895553
599,2,0.9021479714,0.9021479714,0.7742862773,0.8803324026,0.9021479714,0.5702,0.9021479714,0.8582,0.9508353222,0.7659090909,0.7432489654,0.7100175488,0.9508353222,0.9040970194,0.9466027294,0.9508353222,0.8338148008,0.9439791711,0.9508353222,0.7879465046,0.9468788198,0.2496319773
600,2,0.8868735084,0.8868735084,0.6800633936,0.8645614513,0.8868735084,0.5937636364,0.8868735084,0.7736606061,0.8854415274,0.6130242424,0.5491698686,0.2793692622,0.8854415274,0.6538056576,0.8684274047,0.8854415274,0.6334892292,0.8735474063,0.8854415274,0.6196725308,0.8802766838,0.7192836358
601,2,0.9040572792,0.9040572792,0.869229759,0.8982140438,0.9040572792,0.5572242424,0.9040572792,0.8921212121,0.9551312649,0.7923818182,0.7754879518,0.7378111585,0.9551312649,0.9122847177,0.9517718742,0.9551312649,0.8542313113,0.9500370619,0.9551312649,0.8132336406,0.9521761138,0.1472132335
602,2,0.9116945107,0.9116945107,0.7683030665,0.9069816251,0.9116945107,0.7360181818,0.9116945107,0.8628545455,0.9665871122,0.8750121212,0.870207006,0.8123590488,0.9665871122,0.9246869067,0.9651778795,0.9665871122,0.9041217513,0.965257276,0.9665871122,0.8859585707,0.9658916222,0.3058873516
603,2,0.9016706444,0.9016706444,0.765066789,0.8789908968,0.9016706444,0.5739454545,0.9016706444,0.8583272727,0.9551312649,0.7863636364,0.7680398793,0.7385020583,0.9551312649,0.9158027991,0.951854982,0.9551312649,0.8519350027,0.9495849821,0.9551312649,0.808157707,0.9518663436,0.2373364877
604,2,0.8840095465,0.8840095465,0.6682034049,0.8628664172,0.8840095465,0.5981818182,0.8840095465,0.7667151515,0.8849642005,0.6147636364,0.5522010356,0.2808500056,0.8849642005,0.6541270672,0.8685850528,0.8849642005,0.6347346284,0.8735638913,0.8849642005,0.6213171588,0.880024531,1.0
605,2,0.9045346062,0.9045346062,0.8249498095,0.8920896991,0.9045346062,0.5775515152,0.9045346062,0.8924848485,0.9618138425,0.8282121212,0.8173652169,0.780532796,0.9618138425,0.9262782458,0.9595614447,0.9618138425,0.8814206877,0.9585515116,0.9618138425,0.8469126316,0.9599022359,0.1399024564
606,2,0.9088305489,0.9088305489,0.7583943586,0.9036804728,0.9088305489,0.7284,0.9088305489,0.8610909091,0.9661097852,0.8767515152,0.8721859428,0.8101902103,0.9661097852,0.9219457259,0.9647443663,0.9661097852,0.9033923261,0.9648836737,0.9661097852,0.8868242705,0.9654824211,0.3113928042
607,2,0.9021479714,0.9021479714,0.7646699545,0.8799010364,0.9021479714,0.580230303,0.9021479714,0.8586424242,0.9575178998,0.7977272727,0.7815598232,0.7539702358,0.9575178998,0.9218961157,0.9546957444,0.9575178998,0.8616278129,0.9526244263,0.9575178998,0.8192346676,0.954605985,0.2273097349
608,2,0.8835322196,0.8835322196,0.668868786,0.8636361691,0.8835322196,0.6019272727,0.8835322196,0.7610848485,0.8821002387,0.6091515152,0.5445774167,0.265377327,0.8821002387,0.6452309682,0.8656890959,0.8821002387,0.6275089062,0.8707818018,0.8821002387,0.615184754,0.877223624,0.7908500823
609,2,0.9093078759,0.9093078759,0.8391490082,0.8989218886,0.9093078759,0.6022848485,0.9093078759,0.8925212121,0.9661097852,0.8486666667,0.8405011749,0.8072371925,0.9661097852,0.9357836127,0.9644209603,0.9661097852,0.8970173134,0.9636537008,0.9661097852,0.8659915887,0.9646551681,0.1320120447
610,2,0.9102625298,0.9102625298,0.764665352,0.9054262373,0.9102625298,0.7312060606,0.9102625298,0.8587878788,0.9670644391,0.8812969697,0.8771136129,0.816042872,0.9670644391,0.9239232905,0.9658091294,0.9670644391,0.9065233515,0.9659512875,0.9670644391,0.890869968,0.9664978016,0.3174720676
611,2,0.9007159905,0.9007159905,0.7494320741,0.8765949555,0.9007159905,0.579430303,0.9007159905,0.8588484848,0.9603818616,0.8113636364,0.7975616083,0.7722238942,0.9603818616,0.9288624806,0.9580405629,0.9603818616,0.872926473,0.9562053384,0.9603818616,0.8323870081,0.9578647255,0.2195554355
612,2,0.8825775656,0.8825775656,0.6653178876,0.8631570894,0.8825775656,0.6034,0.8825775656,0.7584727273,0.8801909308,0.6080848485,0.5438064572,0.259449983,0.8801909308,0.6413360704,0.8644452215,0.8801909308,0.6252105249,0.8694191891,0.8801909308,0.6137747169,0.8755719108,0.9846773176
613,2,0.9136038186,0.9136038186,0.8441206442,0.9038522187,0.9136038186,0.6267515152,0.9136038186,0.8924363636,0.968973747,0.8623030303,0.8556797732,0.824694906,0.968973747,0.9417783884,0.9676007169,0.968973747,0.9070430227,0.9669818231,0.968973747,0.8785333381,0.9677872897,0.1226180314
614,2,0.908353222,0.908353222,0.7579318436,0.9035619855,0.908353222,0.7281333333,0.908353222,0.8568848485,0.96849642,0.8881151515,0.8844701092,0.8247694404,0.96849642,0.9268433706,0.9673986105,0.96849642,0.9111681323,0.9675426517,0.96849642,0.8969110267,0.9680152315,0.3228729428
615,2,0.9002386635,0.9002386635,0.7449225032,0.8756124606,0.9002386635,0.5791636364,0.9002386635,0.8585878788,0.9622911695,0.8204545455,0.8081014993,0.7842175773,0.9622911695,0.9333135599,0.9602350508,0.9622911695,0.880265708,0.9585541386,0.9622911695,0.8410716295,0.96002001,0.21360469
616,2,0.8806682578,0.8806682578,0.6621965365,0.8630396126,0.8806682578,0.6063454545,0.8806682578,0.7559393939,0.8806682578,0.6083515152,0.5439992258,0.2609123361,0.8806682578,0.6422963509,0.8647534987,0.8806682578,0.6257816608,0.8697592883,0.8806682578,0.6141268907,0.8759848763,0.9670046375
617,2,0.9136038186,0.9136038186,0.8373799959,0.9037563331,0.9136038186,0.6347757576,0.9136038186,0.8923272727,0.9713603819,0.8736666667,0.8681874121,0.8390474124,0.9713603819,0.9465839861,0.9702179544,0.9713603819,0.9151821862,0.9697129274,0.9713603819,0.888878363,0.9703755219,0.1130251318
618,2,0.907398568,0.907398568,0.7545084076,0.9035205004,0.907398568,0.7316121212,0.907398568,0.8551757576,0.9680190931,0.8858424242,0.8820225596,0.8218674755,0.9680190931,0.925876076,0.9668697831,0.9680190931,0.9096267051,0.9670135235,0.9680190931,0.8949009917,0.9675101707,0.3256907163
619,2,0.8997613365,0.8997613365,0.7384011077,0.8748502146,0.8997613365,0.5829090909,0.8997613365,0.8583757576,0.9627684964,0.8227272727,0.81072105,0.7871950349,0.9627684964,0.9344035572,0.9607795401,0.9627684964,0.8820771056,0.9591366854,0.9627684964,0.8432324469,0.9605567038,0.2084260281
620,2,0.8797136038,0.8797136038,0.6614226301,0.863491271,0.8797136038,0.6098242424,0.8797136038,0.7535030303,0.8801909308,0.6100909091,0.5470437785,0.2626206536,0.8801909308,0.6427641522,0.86494063,0.8801909308,0.6270467939,0.8697777015,0.8801909308,0.6157652408,0.8757299057,0.7297864538
621,2,0.9159904535,0.9159904535,0.8418147455,0.9068391201,0.9159904535,0.6481454545,0.9159904535,0.8921090909,0.9718377088,0.8759393939,0.8706740694,0.8418975002,0.9718377088,0.9475255034,0.9707380914,0.9718377088,0.9167872283,0.9702546844,0.9718377088,0.8909358901,0.9708908107,0.1031188039
622,2,0.9069212411,0.9069212411,0.753522504,0.9029089483,0.9069212411,0.7293393939,0.9069212411,0.8535757576,0.969928401,0.8909212121,0.8874111056,0.8326855979,0.969928401,0.9314841917,0.9688799636,0.969928401,0.9150221257,0.9689828653,0.969928401,0.9001012145,0.9694423843,0.3288345556
623,2,0.9007159905,0.9007159905,0.7448254282,0.8772327837,0.9007159905,0.5894606061,0.9007159905,0.8580727273,0.9646778043,0.8318181818,0.8211393355,0.7990239626,0.9646778043,0.9386766149,0.9629418503,0.9646778043,0.8892313716,0.9614487493,0.9646778043,0.851834729,0.9626950458,0.2034520609
624,2,0.8801909308,0.8801909308,0.6644395343,0.8641460329,0.8801909308,0.6100909091,0.8801909308,0.7485818182,0.876372315,0.6079575758,0.545496051,0.2514018002,0.876372315,0.6354012325,0.8625382308,0.876372315,0.6225359148,0.8670639954,0.876372315,0.6129407616,0.8724213121,0.7923718353
625,2,0.9174224344,0.9174224344,0.8434285696,0.9086118287,0.9174224344,0.656969697,0.9174224344,0.8922545455,0.9732696897,0.8827575758,0.8781050591,0.8504082423,0.9732696897,0.9503124356,0.9722922202,0.9732696897,0.9215578247,0.9718712501,0.9732696897,0.8970857125,0.9724320029,0.0933832116
626,2,0.9069212411,0.9069212411,0.7537964333,0.9036951772,0.9069212411,0.7333515152,0.9069212411,0.8522181818,0.969928401,0.8909212121,0.8874111056,0.8326855979,0.969928401,0.9314841917,0.9688799636,0.969928401,0.9150221257,0.9689828653,0.969928401,0.9001012145,0.9694423843,0.3319947373
627,2,0.9007159905,0.9007159905,0.7436009883,0.8772981401,0.9007159905,0.5914666667,0.9007159905,0.8576121212,0.9670644391,0.8431818182,0.834031579,0.8136350313,0.9670644391,0.9438320316,0.9656115912,0.9670644391,0.8979743078,0.9642992309,0.9670644391,0.8624962565,0.9653491878,0.1989132647
628,2,0.8797136038,0.8797136038,0.6616033062,0.863527992,0.8797136038,0.6098242424,0.8797136038,0.7480121212,0.8754176611,0.609430303,0.5483210917,0.2519059358,0.8754176611,0.6350615325,0.862447718,0.8754176611,0.6232193541,0.8667363892,0.8754176611,0.6142003386,0.8717451192,0.735024162
629,2,0.9169451074,0.9169451074,0.8374413311,0.9076622722,0.9169451074,0.6587090909,0.9169451074,0.8925333333,0.9742243437,0.8852969697,0.8808193042,0.8560502509,0.9742243437,0.9533032269,0.9733335684,0.9742243437,0.924359331,0.9728758483,0.9742243437,0.8997229936,0.9734051583,0.0839428455
630,2,0.9045346062,0.9045346062,0.7474241447,0.9022456401,0.9045346062,0.7320181818,0.9045346062,0.8509090909,0.9713603819,0.8977393939,0.8947155803,0.8412956752,0.9713603819,0.9343077024,0.970451864,0.9713603819,0.9195913166,0.9705596706,0.9713603819,0.9061075459,0.9709528945,0.3341270582
631,2,0.9011933174,0.9011933174,0.7469343698,0.8786757687,0.9011933174,0.5957454545,0.9011933174,0.8576242424,0.9680190931,0.8477272727,0.8391492161,0.8194272424,0.9680190931,0.9458394865,0.96666984,0.9680190931,0.9014111415,0.9654274945,0.9680190931,0.8667327586,0.9664050642,0.1953341768
632,2,0.8778042959,0.8778042959,0.6558832688,0.8621795013,0.8778042959,0.6087575758,0.8778042959,0.7465818182,0.8735083532,0.6083636364,0.5475441472,0.2466635149,0.8735083532,0.6316322422,0.8612965932,0.8735083532,0.621021554,0.8653874328,0.8735083532,0.6127877536,0.8700880472,0.7342608809
633,2,0.9174224344,0.9174224344,0.8381324225,0.9085151829,0.9174224344,0.6629878788,0.9174224344,0.8931454545,0.9775656325,0.8971939394,0.8935867926,0.8756562477,0.9775656325,0.9619121754,0.9769408745,0.9775656325,0.9346104218,0.9764778385,0.9775656325,0.9110935239,0.9768819103,0.0754464349
634,2,0.9031026253,0.9031026253,0.7435104839,0.9009613183,0.9031026253,0.7292121212,0.9031026253,0.8495272727,0.9723150358,0.9002787879,0.8973921522,0.846666984,0.9723150358,0.9370814834,0.9714511222,0.9723150358,0.9222716061,0.9715410149,0.9723150358,0.9087012218,0.9719177837,0.3356281109
635,2,0.9002386635,0.9002386635,0.7395741217,0.8770636582,0.9002386635,0.5952121212,0.9002386635,0.8573818182,0.969451074,0.8545454545,0.8467848797,0.8280616855,0.969451074,0.9487948917,0.9682474817,0.969451074,0.9065034754,0.9671074752,0.969451074,0.8730576868,0.9679827468,0.1923267278
636,2,0.8758949881,0.8758949881,0.6504995758,0.8605694771,0.8758949881,0.6056848485,0.8758949881,0.7455636364,0.8720763723,0.609569697,0.5501503984,0.2460325711,0.8720763723,0.6305410502,0.8609392969,0.8720763723,0.6211470985,0.8647177426,0.8720763723,0.6136731085,0.8689909602,0.7334208244
