model_id,algorithm_id,mean_test_accuracy,mean_test_precision_micro,mean_test_precision_macro,mean_test_precision_weighted,mean_test_recall_micro,mean_test_recall_macro,mean_test_recall_weighted,mean_test_roc_auc_ovo_weighted,geometric_mean_score_micro,geometric_mean_score_macro,geometric_mean_score_weighted,matthews_corrcoef,f5_micro,f5_macro,f5_weighted,f1_micro,f1_macro,f1_weighted,f2_micro,f2_macro,f2_weighted,log_loss
2830,10,0.9050119332,0.9050119332,0.748334883,0.8991157788,0.9050119332,0.714230303,0.9050119332,0.8531454545,0.9365155131,0.7960242424,0.7835284279,0.6396857889,0.9365155131,0.8339354528,0.9331581295,0.9365155131,0.8182331164,0.9340658777,0.9365155131,0.8043710367,0.9354070514,0.9784831735
2831,10,0.9064439141,0.9064439141,0.7517249855,0.9006422893,0.9064439141,0.7190424242,0.9064439141,0.8516969697,0.9374701671,0.7985636364,0.7863897615,0.6451732253,0.9374701671,0.8368023625,0.9341753704,0.9374701671,0.820966453,0.9350573683,0.9374701671,0.8069841294,0.9363756167,0.9800057606
2832,10,0.9069212411,0.9069212411,0.7531505175,0.9009658199,0.9069212411,0.7193090909,0.9069212411,0.8520606061,0.938424821,0.7990969697,0.7868568592,0.6495079875,0.938424821,0.8399222206,0.9350230278,0.938424821,0.8229184208,0.9358989718,0.938424821,0.8080172966,0.9372689752,0.9820822353
2833,10,0.9045346062,0.9045346062,0.7450867957,0.8987974171,0.9045346062,0.715969697,0.9045346062,0.848430303,0.938424821,0.7970909091,0.7844607337,0.6483672661,0.938424821,0.840182082,0.93485527,0.938424821,0.8221291585,0.935747412,0.938424821,0.8064307335,0.9371922652,0.9842354495
2834,10,0.9035799523,0.9035799523,0.7437198273,0.8980717277,0.9035799523,0.713430303,0.9035799523,0.8468484848,0.9374701671,0.7905393939,0.7767650103,0.6405249685,0.9374701671,0.8377674044,0.9334908481,0.9374701671,0.8177439417,0.9344382309,0.9374701671,0.8006069117,0.936062412,0.9864942704
2835,10,0.9002386635,0.9002386635,0.7331651273,0.8949614856,0.9002386635,0.7075515152,0.9002386635,0.8426424242,0.938424821,0.7930787879,0.7796463906,0.6461233323,0.938424821,0.8407232322,0.9345253725,0.938424821,0.8205264769,0.9354391739,0.938424821,0.8032375453,0.9370343048,0.9882193329
2836,10,0.8997613365,0.8997613365,0.7322598844,0.8947356645,0.8997613365,0.7072848485,0.8997613365,0.8421575758,0.9398568019,0.7978909091,0.785159594,0.6550556009,0.9398568019,0.8450017742,0.9361555722,0.9398568019,0.8250946187,0.9370164886,0.9398568019,0.8079810013,0.9385315755,0.9896996855
2837,10,0.8992840095,0.8992840095,0.7316935447,0.8942148611,0.8992840095,0.7050121212,0.8992840095,0.8400121212,0.9398568019,0.7978909091,0.785159594,0.6550556009,0.9398568019,0.8450017742,0.9361555722,0.9398568019,0.8250946187,0.9370164886,0.9398568019,0.8079810013,0.9385315755,0.9916491333
2838,10,0.8992840095,0.8992840095,0.7314655229,0.8938038472,0.8992840095,0.7030060606,0.8992840095,0.8401454545,0.937947494,0.7928121212,0.7794143847,0.6438874573,0.937947494,0.8391130231,0.934090987,0.937947494,0.8195420669,0.935017012,0.937947494,0.8027241487,0.936588628,0.9932614562
2839,10,0.8992840095,0.8992840095,0.732444165,0.8936436433,0.8992840095,0.701,0.8992840095,0.8403515152,0.9398568019,0.7978909091,0.785159594,0.6550556009,0.9398568019,0.8450017742,0.9361555722,0.9398568019,0.8250946187,0.9370164886,0.9398568019,0.8079810013,0.9385315755,0.9952151251
2840,10,0.9002386635,0.9002386635,0.73395857,0.894024198,0.9002386635,0.7015333333,0.9002386635,0.8402848485,0.938902148,0.7913393939,0.7774594974,0.6472959325,0.938902148,0.8426439497,0.9348036848,0.938902148,0.8207035993,0.9357057146,0.938902148,0.8021435922,0.9373984086,0.996600683
2841,10,0.9016706444,0.9016706444,0.7385246948,0.8954188523,0.9016706444,0.7043393939,0.9016706444,0.8417515152,0.938424821,0.7890666667,0.7748021336,0.6439323493,0.938424821,0.8412941601,0.9342032133,0.938424821,0.8188907675,0.9351239394,0.938424821,0.8000173565,0.9368702384,0.9983830175
2842,10,0.9007159905,0.9007159905,0.7360070769,0.8955613475,0.9007159905,0.7078181818,0.9007159905,0.8419454545,0.938424821,0.7870606061,0.7723686115,0.6428578929,0.938424821,0.8415912676,0.9340451333,0.938424821,0.818060211,0.9349636321,0.938424821,0.7983970416,0.9367858956,1.0
